shapeid,x,y,address
986,-73.8298329002,40.7104127844,116 82 DRIVE
987,-73.836482498,40.7141338894,346 BURNS STREET
988,-73.7533287822,40.7754582778,7 HOLLYWOOD AVENUE
989,-73.837323157,40.7148844514,300 BURNS STREET
990,-73.8372697155,40.7142995746,305 BURNS STREET
991,-73.7338167447,40.7458720562,239-060 OAK PARK DRIVE
992,-73.7407682417,40.7534498349,63-075 DOUGLASTON PARKWAY
993,-73.7492512931,40.7751112838,236 ARLEIGH ROAD
994,-73.8388830017,40.7130260143,191 GREENWAY NORTH
995,-73.7486358115,40.7707176867,22 CHERRY STREET
996,-73.8689097646,40.821728935,40 CLASON POINT LANE
997,-73.9655234738,40.5796115825,54 BRIGHTON 2 PATH
998,-73.7448140406,40.7704814644,3 STUART LANE
999,-73.8400124848,40.7156458919,32 BEECHKNOLL ROAD
1000,-73.7821770976,40.7350237729,188-045 71 CRESCENT
1001,-73.8835136701,40.7041707702,2801 CENTRAL AVENUE
1002,-73.7509243764,40.77975898,316 KNOLLWOOD AVENUE
1003,-73.8373701995,40.7143675374,301 BURNS STREET
1004,-73.8476303536,40.7173143452,35 EXETER STREET
1005,-73.7388567755,40.6002218234,341 MEEHAN AVENUE
1006,-73.8479766978,40.813296923,301 HOWE AVENUE
1007,-73.748367365,40.776261441,309 HOLLYWOOD AVENUE
1008,-73.7584149064,40.5962490338,289 WATJEAN COURT
1009,-73.8437171008,40.718602169,55 BURNS STREET
1010,-73.8427895815,40.7152699014,101 ASCAN AVENUE
1011,-73.7825946914,40.7480231652,196-003 WEEKS LANE
1012,-73.8365279435,40.7141749675,342 BURNS STREET
1013,-73.8492398211,40.8143313656,315 TORRY AVENUE
1014,-73.8274112073,40.7906252385,23 9 AVENUE
1015,-73.8434748325,40.7126141216,15 INGRAM STREET
1016,-73.8946118571,40.7233484478,58-060 BROWN PLACE
1017,-73.8422817363,40.6945425876,143 88 AVENUE
1018,-73.7506110848,40.7721046141,5 CEDAR LANE
1019,-73.7403820307,40.7534814933,63-069 DOUGLASTON PARKWAY
1020,-73.8004523945,40.7823194656,163-033 WILLETS POINT BOULEVARD
1021,-73.851591805,40.7082317522,100 WALNUT STREET
1022,-73.8382825351,40.7152432172,269 BURNS STREET
1023,-73.8298547459,40.7109434093,109 82 ROAD
1024,-73.9182390011,40.5606787833,93 ROCKAWAY POINT BOULEVARD
1025,-73.7492006353,40.7744112192,232 PARK LANE
1026,-73.8400348825,40.712542767,64 SHORTHILL ROAD
1027,-73.7460920048,40.7703787964,105 DEPEW AVENUE
1028,-73.7435599165,40.7616960655,21 CAROLINA ROAD
1029,-73.8467978576,40.716584994,88 71 AVENUE
1030,-73.8402878426,40.7154021109,82 GREENWAY NORTH
1031,-73.8417430999,40.7135794629,51 SUMMER STREET
1032,-73.8620731461,40.6772230399,106-20 RUBY STREET
1033,-74.0073518776,40.6572133587,33 35 STREET
1034,-73.7408557087,40.5982734519,617 JARVIS AVENUE
1035,-73.8444295592,40.7170547465,69 GREENWAY TERRACE
1036,-73.8367672681,40.7138740222,710 BURNS STREET
1037,-73.7526060097,40.7773146493,105 BEVERLY ROAD
1038,-73.7446427814,40.7706412713,6 STUART LANE
1039,-73.9636098242,40.5796411396,8 BRIGHTON 4 PLACE
1040,-73.9114978356,40.623716841,7167 PERI LANE
1041,-73.8307376375,40.7126601312,110 81 AVENUE
1042,-73.7480982115,40.7738955256,256 RIDGE ROAD
1043,-73.8421809239,40.7129077858,157 GREENWAY SOUTH
1044,-73.8439252306,40.7140823062,100 GREENWAY SOUTH
1045,-73.8353665025,40.7130619393,402 BURNS STREET
1046,-73.8429209144,40.7123655053,39 INGRAM STREET
1047,-73.8431051426,40.7100974655,263 75 ROAD
1048,-73.86599918,40.6824936822,341 ELDERT LANE
1049,-73.7479711572,40.7722355178,140 PROSPECT AVENUE
1050,-73.8463771917,40.7181507321,61 71 AVENUE
1051,-73.8447366379,40.7180760195,23 GREENWAY TERRACE
1052,-73.7505421953,40.7797868612,326 KNOLLWOOD AVENUE
1053,-73.8412904602,40.7138833113,26 SUMMER STREET
1054,-73.8417978727,40.7134518962,57 SUMMER STREET
1055,-73.9162881308,40.7765393856,176 23 AVENUE
1056,-73.8401531049,40.715251811,86 GREENWAY NORTH
1057,-73.7606185004,40.6603954156,146-056 SPRINGFIELD BOULEVARD
1058,-73.838026608,40.7128740013,8 MARKWOOD PLACE
1059,-74.0067776202,40.6568470036,23 35 STREET
1060,-73.7809472986,40.7412248803,60-019 194 STREET
1061,-73.9513223381,40.6475940007,6 EAST 28 STREET
1062,-74.1054955692,40.5940715031,70 UTOPIA COURT
1063,-73.8478781486,40.8145125548,54 HOWE AVENUE
1064,-73.8572295173,40.8098737815,1610 UNDERHILL AVENUE
1065,-73.8408291476,40.6950738328,187 88 AVENUE
1066,-74.147586183,40.5905274374,26 GINA COURT
1067,-74.182239597,40.5523413411,107 GRANTWOOD AVENUE
1068,-74.1420877961,40.5634566331,260 CORONA AVENUE
1069,-74.1523804731,40.6147106464,401-01 WILLOW ROAD EAST
1070,-74.1514575428,40.6141984161,417-01 WILLOW ROAD EAST
1071,-74.15228859,40.6139819251,447-01 WILLOW ROAD EAST
1072,-74.1523931205,40.6140501396,443-02 WILLOW ROAD EAST
1073,-74.150917378,40.612826255,497-01 WILLOW ROAD EAST
1074,-74.1509533262,40.6126047772,505-01 WILLOW ROAD EAST
1075,-74.1514091108,40.6121367003,529-01 WILLOW ROAD EAST
1076,-74.1586955815,40.611895734,10 AKRON STREET
1077,-74.1664064533,40.5393950615,53 WOODS OF ARDEN ROAD
1078,-74.1552885482,40.5581323882,315 ELVERTON AVENUE
1079,-73.8637616366,40.6804723306,97-20 DREW STREET
1080,-73.839090803,40.7142130831,140 GREENWAY NORTH
1081,-74.1390780273,40.5466870662,38 YACHT CLUB COVE
1082,-74.202255291,40.5545891108,146 CODY PLACE
1083,-73.8634088971,40.680222454,447 DREW STREET
1084,-73.8428708367,40.7106335963,245 75 ROAD
1085,-73.7471420455,40.7764551527,337 HOLLYWOOD AVENUE
1086,-73.7535629423,40.7779422639,8 GROSVENOR STREET
1087,-73.7523316783,40.772127096,14 MELROSE LANE
1088,-73.8413456066,40.6947926528,171 88 AVENUE
1089,-73.9306607139,40.7291611285,34-002 LAUREL HILL BOULEVARD
1090,-73.842893667,40.7169320619,100 GREENWAY TERRACE
1091,-73.8417832108,40.7134860467,55 SUMMER STREET
1092,-73.7406786926,40.5986534762,608 JARVIS AVENUE
1093,-73.8479603909,40.7156104359,135 71 AVENUE
1094,-73.8401807329,40.7169837057,166 BURNS STREET
1095,-73.835286198,40.7129897623,406 BURNS STREET
1096,-73.9121207887,40.6238336623,7145 PERI LANE
1097,-73.8256222413,40.7913254453,12 NORTH DRIVE
1098,-73.8290849001,40.7912743633,34 7 AVENUE
1099,-73.8787143775,40.7050647745,2944 CENTRAL AVENUE
1100,-73.8697281705,40.8219993941,66 CLASON POINT LANE
1101,-73.9040651158,40.703040502,5819 PUTNAM AVENUE
1102,-73.7526539577,40.7791791969,24 RICHMOND ROAD
1103,-73.9627631263,40.5801855855,21 BRIGHTON 5 LANE
1104,-73.8334847095,40.7086703861,115 AUDLEY STREET
1105,-73.8316786339,40.7107285677,127 82 AVENUE
1106,-73.9660561789,40.5794613535,32 BRIGHTON 2 PLACE
1107,-73.8419555118,40.6946165776,151 88 AVENUE
1108,-73.8767978482,40.7050719615,72-014 73 PLACE
1109,-73.7473462863,40.7771334052,345 MANOR ROAD
1110,-73.8768699096,40.7054981873,72-002 73 PLACE
1111,-73.7848676215,40.8384791163,5 ROCHELLE STREET
1112,-73.9645286185,40.580071228,29 BRIGHTON 3 WALK
1113,-73.7490240348,40.7700060703,7 40 AVENUE
1114,-73.8361101724,40.7120206133,56 MARKWOOD PLACE
1115,-73.9605164496,40.582674202,7 BRIGHTON 8 COURT
1116,-73.9589817596,40.5796049734,135 BRIGHTON 10 STREET
1117,-73.9628363004,40.5798166616,13 BRIGHTON 5 PLACE
1118,-73.9637254336,40.5805428533,45 BRIGHTON 4 COURT
1119,-73.839958979,40.7168499021,174 BURNS STREET
1120,-73.8659764733,40.6823937986,345 ELDERT LANE
1121,-73.9661391255,40.5784210091,8 BRIGHTON 1 COURT
1122,-73.8291246339,40.6536429119,34 DAVENPORT COURT
1123,-73.8390954441,40.7158753619,219 BURNS STREET
1124,-73.7495055554,40.775083302,222 ARLEIGH ROAD
1125,-73.7470032218,40.7775760221,364 BEVERLY ROAD
1126,-73.9073602924,40.6439493403,10 ROSE STREET
1127,-73.8412119039,40.7123251067,199 GREENWAY SOUTH
1128,-73.8004129421,40.7824043485,163-037 WILLETS POINT BOULEVARD
1129,-73.7485350109,40.7773377927,320 BEVERLY ROAD
1130,-73.8380148729,40.7154439487,270 BURNS STREET
1131,-73.7518080313,40.7761045351,126 MANOR ROAD
1132,-73.8390068344,40.7158103151,223 BURNS STREET
1133,-73.9133251282,40.5630973516,724 LIBERTY LANE
1134,-73.9360305865,40.5833770723,12 SHALE STREET
1135,-73.8798882219,40.7050340266,2911 CENTRAL AVENUE
1136,-73.8673328133,40.7040234971,47-043 81 STREET
1137,-73.7517736672,40.7758298204,131 HOLLYWOOD AVENUE
1138,-73.7459257731,40.7721896223,29 38 DRIVE
1139,-73.8287957395,40.70687703,255 BREVOORT STREET
1140,-73.8466466879,40.7157182386,56 GROTON STREET
1141,-73.8763406735,40.7040889329,71-054 73 PLACE
1142,-73.8398827513,40.7168092214,180 BURNS STREET
1143,-73.9100225649,40.6243308306,34 ROYCE PLACE
1144,-73.9128683025,40.8927348416,8 PLOUGHMANS BUSH
1145,-73.8622700879,40.6780728633,105-32 RUBY STREET
1146,-73.8383748494,40.7146402768,98 BEECHKNOLL ROAD
1147,-73.8383250382,40.7139247194,44 76 ROAD
1148,-73.7777474442,40.7168416848,186-006 CHELSEA STREET
1149,-73.840435262,40.7145560882,77 75 ROAD
1150,-73.8372010934,40.7147728903,306 BURNS STREET
1151,-73.7496648157,40.7788809157,333 WARWICK AVENUE
1152,-73.7281485356,40.6566958728,147-026 FRANCIS LEWIS BOULEVARD
1153,-73.8122888647,40.7594155426,136 BEECH AVENUE
1154,-73.7462722098,40.6026336565,9-016 GARDEN COURT
1155,-73.7386029444,40.7536334562,63-041 DOUGLASTON PARKWAY
1156,-73.7497012688,40.5984262325,5 OSTEND PLACE
1157,-73.8559940073,40.8086779819,5 DUNE COURT
1158,-73.7733062703,40.6730248399,134-045 166 PLACE
1159,-73.8410105078,40.7159612668,50 GREENWAY NORTH
1160,-74.162532212,40.5941373805,2187 RICHMOND AVENUE
1161,-74.1016739331,40.5997669178,62 REISS LANE
1162,-73.9583305883,40.5818043269,49 HOLT COURT
1163,-74.1118084733,40.6401053545,117 BEMENT COURT
1164,-74.1516485755,40.6148062874,446-02 CASWELL AVENUE
1165,-74.1518753404,40.6132260488,473-01 WILLOW ROAD EAST
1166,-74.1517681949,40.6129446048,479-02 WILLOW ROAD EAST
1167,-74.1513846623,40.6128589947,489-01 WILLOW ROAD EAST
1168,-74.2026313805,40.5551697911,198 CODY PLACE
1169,-74.2021541893,40.5546164252,150 CODY PLACE
1170,-74.1183136755,40.554447021,537 MERKEL PLACE
1171,-74.1656909324,40.5343733139,16 KOCH BOULEVARD
1172,-73.7460462861,40.6026497317,9-010 GARDEN COURT
1173,-74.0613582604,40.611105686,29 NAUTILUS STREET
1174,-73.8322385379,40.7078743038,52 BEVERLY ROAD
1175,-73.7439216967,40.6579504666,240-026 146 AVENUE
1176,-73.8297781916,40.7114185158,108 82 ROAD
1177,-73.9294687204,40.7289219292,34-040 LAUREL HILL BOULEVARD
1178,-73.7488844838,40.7744737862,240 PARK LANE
1179,-73.7489846407,40.7782562027,337 GROSVENOR STREET
1180,-73.7466839832,40.7689758903,22 240 STREET
1181,-73.749233339,40.7707856664,14 CHERRY STREET
1182,-73.843398815,40.7172885204,70 GREENWAY TERRACE
1183,-73.8222743181,40.7885784265,13-003 145 PLACE
1184,-73.8422487174,40.7118019151,201 75 ROAD
1185,-73.8301093631,40.713554027,9 KEW GARDENS ROAD
1186,-73.8673238688,40.7039611284,47-045 81 STREET
1187,-73.8821311822,40.8296405601,1240 BRONX RIVER AVENUE
1188,-73.8394079122,40.7164855433,198 BURNS STREET
1189,-73.9631548636,40.7783738451,1000 5 AVENUE
1190,-73.8218603926,40.8241912666,2855 CROSS BRONX EXPRESSWAY SR NORTH
1191,-73.840310795,40.7148787808,101 GREENWAY NORTH
1192,-73.7506108936,40.7791128929,316 RICHMOND ROAD
1193,-73.7496683464,40.7746301096,225 PARK LANE
1194,-73.904919783,40.7018845894,5720 PUTNAM AVENUE
1195,-73.7534782696,40.7764615215,20 WESTMORELAND PLACE
1196,-73.8797062582,40.6816673226,3125 ARLINGTON AVENUE
1197,-73.9070024972,40.6439392625,15 ROSE STREET
1198,-73.8578200357,40.8069619421,803 CORNELL AVENUE
1199,-73.8140273595,40.7586647141,101 BEECH AVENUE
1200,-73.8402868541,40.7141177437,74 75 ROAD
1201,-73.8676545272,40.7043250558,47-032 81 STREET
1202,-73.8303878186,40.7110226996,116 82 ROAD
1203,-73.826527606,40.7908402904,60 MALBA DRIVE
1204,-73.8491198928,40.8138191447,301 TORRY AVENUE
1205,-73.8801205979,40.7047286813,2902 CENTRAL AVENUE
1206,-73.8455736309,40.7173382713,35 BOW STREET
1207,-73.9046491304,40.7021268608,5728 PUTNAM AVENUE
1208,-73.995538154,40.7314567779,50 WASHINGTON MEWS
1209,-73.83954561,40.7157032012,40 BEECHKNOLL ROAD
1210,-73.8434815099,40.7173261067,66 GREENWAY TERRACE
1211,-73.7466025873,40.7725071312,314 38 ROAD
1212,-73.8360144392,40.7136494805,374 BURNS STREET
1213,-73.8434258747,40.7125960609,17 INGRAM STREET
1214,-73.9834584118,40.646292871,3378 FT HAMILTON PARKWAY
1215,-73.843738596,40.7186099659,53 BURNS STREET
1216,-73.8392407088,40.7144882209,126 GREENWAY NORTH
1217,-73.8475859895,40.8132544366,306 HOWE AVENUE
1218,-73.8477814423,40.8140992038,326 HOWE AVENUE
1219,-73.8409094068,40.713788962,97 75 ROAD
1220,-73.8477086557,40.8137839952,63 HOWE AVENUE
1221,-73.8395422037,40.7116813116,55 WENDOVER ROAD
1222,-73.7409102522,40.7534375132,63-077 DOUGLASTON PARKWAY
1223,-73.8264222276,40.7904304449,50 MALBA DRIVE
1224,-73.7494213658,40.7707944866,10 CHERRY STREET
1225,-73.8569284135,40.8064993476,712 BRONX RIVER AVENUE
1226,-73.8411619204,40.7129105003,135 75 ROAD
1227,-73.9076962381,40.7095980917,502 GRANDVIEW AVENUE
1228,-73.8384422465,40.7111099019,255 GREENWAY NORTH
1229,-73.8853762825,40.7037312254,2751 CENTRAL AVENUE
1230,-73.8330020834,40.6941487075,185 114 STREET
1231,-73.7277515757,40.6600991069,256-009 HOOK CREEK BOULEVARD
1232,-73.8476402837,40.7182048542,85 TENNIS PLACE
1233,-73.7521263143,40.7753362263,112 HOLLYWOOD AVENUE
1234,-73.7480112896,40.7697349138,26 40 AVENUE
1235,-73.8919058018,40.5673469436,244 ROXBURY AVENUE
1236,-73.8553568551,40.8594427024,2249 ESPLANADE
1237,-73.8478859922,40.8145461369,338 HOWE AVENUE
1238,-73.9114336418,40.6237062592,7169 PERI LANE
1239,-73.8309339235,40.6906733307,1023 114 STREET
1240,-73.8384201052,40.7153572149,263 BURNS STREET
1241,-73.7519667682,40.7772207536,127 BEVERLY ROAD
1242,-73.9647173142,40.5799499328,30 BRIGHTON 3 WALK
1243,-73.8276518951,40.7919027161,77 MALBA DRIVE
1244,-73.9867313468,40.582831103,123 BAY 53 STREET
1245,-73.750572036,40.7752514422,203 ARLEIGH ROAD
1246,-73.7480721188,40.7781254102,350 GROSVENOR STREET
1247,-73.8301653603,40.7107363751,113 82 ROAD
1248,-73.7303513158,40.7136015843,100-068 223 STREET
1249,-73.7466354899,40.7711020281,312 CHERRY STREET
1250,-73.8402153491,40.7118180858,234 GREENWAY SOUTH
1251,-73.8296157878,40.6559015108,46 RUSSELL STREET
1252,-73.900027158,40.8767858078,100 PEROT STREET
1253,-73.8804521553,40.7049138301,2893 CENTRAL AVENUE
1254,-73.9084708831,40.7122803341,61-025 TONSOR STREET
1255,-73.8404858539,40.7135306809,100 75 ROAD
1256,-73.7822978964,40.7411516036,60-018 194 STREET
1257,-74.1038466875,40.6264830143,24 BIRCH AVENUE
1258,-74.0822008065,40.6418233245,65 FT HILL CIRCLE
1259,-74.1123392975,40.6400472817,133 BEMENT COURT
1260,-74.107159731,40.6118094722,149 CATTARAUGUS STREET
1261,-73.8478479011,40.8143801434,332 HOWE AVENUE
1262,-73.8361970349,40.7139285985,356 BURNS STREET
1263,-73.7455270853,40.7740045703,34 OAK LANE
1264,-73.8154204929,40.8403813992,3391-10 COUNTRY CLUB ROAD
1265,-73.8572643504,40.8086609431,1524 UNDERHILL AVENUE
1266,-73.7491638188,40.7782280954,331 GROSVENOR STREET
1267,-74.152209854,40.6146618981,405-01 WILLOW ROAD EAST
1268,-74.151354213,40.6150320265,436-02 CASWELL AVENUE
1269,-74.1517735509,40.6135261101,461-01 WILLOW ROAD EAST
1270,-74.151101304,40.6120206677,535-02 WILLOW ROAD EAST
1271,-74.138988563,40.5466075947,36 YACHT CLUB COVE
1272,-74.139123212,40.5467272016,39 YACHT CLUB COVE
1273,-74.1995219043,40.5535505425,97 LOMBARD COURT
1274,-74.1435032662,40.5550186167,270 TIMBER RIDGE DRIVE
1275,-74.1432469611,40.554821661,290 TIMBER RIDGE DRIVE
1276,-74.1181081132,40.5541662924,532 MERKEL PLACE
1277,-73.8901130754,40.7025993934,2617 CENTRAL AVENUE
1278,-73.9047705706,40.7020083159,5724 PUTNAM AVENUE
1279,-73.8426956034,40.7164252429,3 GREENWAY NORTH
1280,-73.7491041084,40.7775648168,315 BEVERLY ROAD
1281,-73.8457524517,40.7150328657,97 GROTON STREET
1282,-73.831612741,40.7120957674,122 81 AVENUE
1283,-73.7429985199,40.6908818092,219-005 FRANCIS LEWIS BOULEVARD
1284,-73.8025594321,40.7714888578,161-023 BAYSIDE LANE
1285,-73.7464191363,40.7733468962,320 FOREST ROAD
1286,-73.7542317007,40.7760909739,304 SHORE ROAD
1287,-73.8879406088,40.703260567,2675 CENTRAL AVENUE
1288,-73.9066695514,40.7089952322,560 GRANDVIEW AVENUE
1289,-73.8286631675,40.7909496985,31 NORTH DRIVE
1290,-73.8435283051,40.7185277162,63 BURNS STREET
1291,-73.741052952,40.7534296876,63-079 DOUGLASTON PARKWAY
1292,-73.8371603113,40.7147356224,308 BURNS STREET
1293,-73.8283239622,40.7907158309,32 NORTH DRIVE
1294,-73.8374036871,40.7149580515,296 BURNS STREET
1295,-73.8454983909,40.7191813496,9 71 AVENUE
1296,-73.965501518,40.5802060789,41 BRIGHTON 2 PLACE
1297,-73.9646981814,40.5797529424,25 BRIGHTON 3 LANE
1298,-73.8478049275,40.8142018085,58 HOWE AVENUE
1299,-73.8161446325,40.8405652846,3391-08 COUNTRY CLUB ROAD
1300,-73.847876529,40.8145051242,336 HOWE AVENUE
1301,-73.8395425907,40.7123272672,27 WENDOVER ROAD
1302,-73.8370146846,40.7121314702,31 MARKWOOD PLACE
1303,-73.751852073,40.7779677674,123 GROSVENOR STREET
1304,-73.9019786135,40.6357891969,57 STILLWELLS PLACE
1305,-73.8616581654,40.6757919013,107-24 RUBY STREET
1306,-73.8878480334,40.7028810001,2676 CENTRAL AVENUE
1307,-73.962857081,40.6345464628,26 NEWKIRK PLAZA
1308,-73.7494917158,40.776482173,248 MANOR ROAD
1309,-73.746619085,40.7769510838,360 MANOR ROAD
1310,-73.7267782419,40.7679344058,18 UPLAND ROAD
1311,-73.7531806163,40.7778506122,20 GROSVENOR STREET
1312,-73.9358119098,40.5836779706,5 SHALE STREET
1313,-73.8356601046,40.7126807567,8 UPSHAW ROAD
1314,-73.7478109564,40.7459089693,68-023 CLOVERDALE LANE
1315,-73.8895420412,40.7024987132,2626 CENTRAL AVENUE
1316,-73.8446009108,40.7150243597,50 GREENWAY SOUTH
1317,-73.8261038193,40.79357948,4 SUMMIT PLACE
1318,-73.7787111205,40.7171993713,185-042 CHELSEA STREET
1319,-73.9315421757,40.694714361,1066 MALCOLM X BOULEVARD
1320,-73.8407545516,40.695069859,189 88 AVENUE
1321,-73.8912258432,40.7023591452,2587 CENTRAL AVENUE
1322,-73.8440691387,40.7182283834,34 GREENWAY TERRACE
1323,-73.7437581915,40.761656499,15 CAROLINA ROAD
1324,-73.81265403,40.7779119441,22-024 23 AVENUE
1325,-73.8389572006,40.7157738867,225 BURNS STREET
1326,-73.7471834889,40.7771676403,359 MANOR ROAD
1327,-73.9069587772,40.7091594424,552 GRANDVIEW AVENUE
1328,-73.749001928,40.599356465,2 WILLIAMS COURT
1329,-73.8567878868,40.808939817,1721 GILDERSLEEVE AVENUE
1330,-73.9259712025,40.6744647059,3 BEAVER PLACE
1331,-73.8303260526,40.580517475,9 BETTY COURT
1332,-73.8896320627,40.7027102593,2625 CENTRAL AVENUE
1333,-73.8483573367,40.7163318829,14 GROTON STREET
1334,-73.7818224846,40.7413343147,60-001 194 STREET
1335,-73.8918802512,40.7021833769,2571 CENTRAL AVENUE
1336,-73.7488591491,40.7790244327,359 MARINETTE STREET
1337,-73.8436759141,40.7130524145,194 ASCAN AVENUE
1338,-73.7500021069,40.7770898602,240 BEVERLY ROAD
1339,-73.8481073868,40.8138523213,317 HOWE AVENUE
1340,-73.8321579138,40.7077892438,54 BEVERLY ROAD
1341,-73.9087196307,40.8148221509,605 PONTIAC PLACE
1342,-73.8158801722,40.8401905386,3391-04 COUNTRY CLUB ROAD
1343,-73.8303731343,40.7124738837,109 81 AVENUE
1344,-73.8424266414,40.7175981923,7 HOLDER PLACE
1345,-73.8915039286,40.5672932392,248 ROXBURY AVENUE
1346,-73.9726182519,40.5939313642,100 VILLAGE ROAD SOUTH
1347,-73.7400897452,40.7535068529,63-065 DOUGLASTON PARKWAY
1348,-73.8850291404,40.7038136087,2761 CENTRAL AVENUE
1349,-73.857224154,40.8086008498,1525 UNDERHILL AVENUE
1350,-73.7292281659,40.6632472201,250-015 HOOK CREEK BOULEVARD
1351,-73.9654913301,40.5797602084,49 BRIGHTON 2 WALK
1352,-73.7584214598,40.5965746982,290 WATJEAN COURT
1353,-73.8411853443,40.694838808,175 88 AVENUE
1354,-73.8334102069,40.7090254957,114 AUDLEY STREET
1355,-73.8465519262,40.7186175113,36 TENNIS PLACE
1356,-73.7479735035,40.7459122411,68-025 CLOVERDALE LANE
1357,-73.8263036579,40.7947600403,107 PARSONS BOULEVARD
1358,-73.8776224935,40.7056207308,1-047 73 STREET
1359,-73.8695149447,40.8217254896,56 CLASON POINT LANE
1360,-73.9724575798,40.5939182815,96 VILLAGE ROAD SOUTH
1361,-73.7496346289,40.7753852611,233 ARLEIGH ROAD
1362,-73.8420575626,40.7121055864,187 75 ROAD
1363,-73.8413519012,40.71456613,7 SUMMER STREET
1364,-73.7482838939,40.7759773101,302 HOLLYWOOD AVENUE
1365,-73.9183601499,40.777994533,116 23 AVENUE
1366,-73.7528015429,40.7787942791,19 WARWICK AVENUE
1367,-73.9629128385,40.6349313917,37 NEWKIRK PLAZA
1368,-73.8390329049,40.716226583,212 BURNS STREET
1369,-73.7483374887,40.7780548957,342 GROSVENOR STREET
1370,-73.8389142209,40.7153512289,16 75 ROAD
1371,-73.7488732518,40.7772792894,310 BEVERLY ROAD
1372,-73.8427222911,40.7101496509,260 75 ROAD
1373,-73.8412824993,40.716841936,36 ASCAN AVENUE
1374,-73.7523861772,40.7713498181,48 BAY STREET
1375,-73.8302591999,40.7129671447,104 81 AVENUE
1376,-73.9083456,40.7122066369,61-029 TONSOR STREET
1377,-73.7473864656,40.7768166856,340 MANOR ROAD
1378,-73.8106577842,40.7588373106,265 CHERRY AVENUE
1379,-73.8414841642,40.7129314402,180 GREENWAY SOUTH
1380,-73.8936641248,40.5672303408,378 SEA BREEZE AVENUE
1381,-74.0741702798,40.6263128644,150 FRONT STREET
1382,-74.147735793,40.5905932736,30 GINA COURT
1383,-74.1518804094,40.6149347435,450-02 CASWELL AVENUE
1384,-74.1515548172,40.6129073481,485-01 WILLOW ROAD EAST
1385,-74.1507698943,40.6128086244,499-02 WILLOW ROAD EAST
1386,-74.1511773662,40.6117697155,543-01 WILLOW ROAD EAST
1387,-74.1513879102,40.6121057153,529-02 WILLOW ROAD EAST
1388,-74.2220170024,40.5366551639,56 ROBIN COURT
1389,-74.1433391767,40.5549032979,282 TIMBER RIDGE DRIVE
1390,-74.1849821151,40.5939515293,25 SIMMONS LOOP
1391,-74.1730053448,40.5613425268,32 CHALLENGER DRIVE
1392,-74.1639686354,40.5422586852,29 LYNDALE LANE
1393,-74.199711972,40.5537705692,105 LOMBARD COURT
1394,-74.1960696775,40.5437581204,541 WOODROW ROAD
1395,-74.0742132167,40.6017731774,42 VISTA PLACE
1396,-73.9085037611,40.7103220971,467 GRANDVIEW AVENUE
1397,-74.1848188129,40.5641110882,31 AMANDA COURT
1398,-73.751724058,40.7783104577,126 WARWICK AVENUE
1399,-74.1185444605,40.5542325911,525 MERKEL PLACE
1400,-74.1018646695,40.5612289274,165 CEDAR GROVE COURT
1401,-74.1016905728,40.5611321526,173 CEDAR GROVE COURT
1402,-74.1015072022,40.5610444913,183 CEDAR GROVE COURT
1403,-74.139212392,40.5675921674,199 CLARKE AVENUE
1404,-73.747355185,40.7721258331,25 CIRCLE ROAD
1405,-73.7465216651,40.7762531173,360 HOLLYWOOD AVENUE
1406,-73.8381347584,40.7115998188,240 GREENWAY NORTH
1407,-73.9169916679,40.7240750217,7 49 LANE
1408,-73.8455995827,40.7175670997,17 BOW STREET
1409,-73.8392976133,40.7137085481,147 GREENWAY NORTH
1410,-73.8892234914,40.7028138222,2643 CENTRAL AVENUE
1411,-73.8312096767,40.7123420607,116 81 AVENUE
1412,-73.8263494888,40.7938750746,7 SUMMIT PLACE
1413,-73.9790058916,40.5735375328,32 JONES WALK
1414,-73.8443342004,40.7127852444,199 ASCAN AVENUE
1415,-73.7414384957,40.7533894114,63-085 DOUGLASTON PARKWAY
1416,-73.9721885361,40.5939547208,90 VILLAGE ROAD SOUTH
1417,-73.831370244,40.7118340173,121 81 AVENUE
1418,-73.83490233,40.7126447557,424 BURNS STREET
1419,-73.8634443017,40.6803053669,443 DREW STREET
1420,-73.7477367126,40.774958225,301 PARK LANE
1421,-73.7475898316,40.775385308,312 ARLEIGH ROAD
1422,-73.8287377023,40.7106937993,105 82 DRIVE
1423,-73.7293286289,40.6610063463,254-001 139 AVENUE
1424,-73.8318985658,40.7119192333,124 81 AVENUE
1425,-73.8467202992,40.7183755058,52 TENNIS PLACE
1426,-73.7409864557,40.7542043598,62-069 DOUGLASTON PARKWAY
1427,-73.8137248523,40.6913076338,1262 133 STREET
1428,-73.7540061121,40.7757078248,207 SHORE ROAD
1429,-73.8473964424,40.7175975047,60 EXETER STREET
1430,-73.9163960557,40.7766155106,172 23 AVENUE
1431,-73.7477200381,40.7777610207,355 BEVERLY ROAD
1432,-73.7533039687,40.7754622644,11 HOLLYWOOD AVENUE
1433,-73.8561117523,40.8069543211,920 CORNELL AVENUE
1434,-73.7479602102,40.7731013949,248 FOREST ROAD
1435,-73.8814815379,40.7043791211,2862 CENTRAL AVENUE
1436,-73.8695025071,40.8217388038,56 CLASON POINT LANE
1437,-73.902764382,40.7190354915,24-095 59 ROAD
1438,-73.8465048969,40.7187188018,32 TENNIS PLACE
1439,-73.8403208038,40.7111833177,251 GREENWAY SOUTH
1440,-73.7534005979,40.7761297052,15 MANOR ROAD
