shapeid,x,y,address
558,-73.9085334131,40.7123171208,61-023 tonsor street
559,-73.7478983079,40.777746002,351 beverly road
560,-73.8847493614,40.7036071365,2768 central avenue
561,-73.8368824909,40.7139781402,704 burns street
562,-73.879590238,40.7050973994,2919 central avenue
563,-73.9644515082,40.579260032,11 brighton 3rd place
564,-73.9645909889,40.5797059512,6 brighton 3rd lane
565,-73.8559373862,40.8069371805,714 cornell avenue
566,-73.7469065387,40.7769156952,352 manor road
567,-73.7500641165,40.7794814279,335 richmond road
568,-73.8636287045,40.6798741083,97-42 drew street
569,-73.7488316206,40.7729677005,230 forest road
570,-73.8442874593,40.7185705134,14 greenway terrace
571,-73.8161594975,40.8401940582,3391-03 country club road
572,-73.7485791147,40.7769282331,311 manor road
573,-73.8300596447,40.7121374663,108 82nd avenue
574,-73.8487625063,40.8139639431,312 torry avenue
575,-73.8491392577,40.8139078976,305 torry avenue
576,-73.8660880337,40.6828845461,323 eldert lane
577,-73.7499517827,40.7742899935,212 park lane
578,-73.7503474093,40.7812543242,328 bayview avenue
579,-74.1257402079,40.6195168573,57 south greenleaf avenue
580,-74.1036568038,40.6264742788,20 birch avenue
581,-73.8511480926,40.8375371922,1551 glebe avenue
582,-74.1121483667,40.6400674331,127 bement court
583,-74.1117834558,40.6401081588,115 bement court
584,-74.085140506,40.6245649731,622 van duzer street
585,-74.0851658602,40.6240930095,640 van duzer street
586,-74.0741898909,40.6264262215,144 front street
587,-74.1272167178,40.5828027304,120 sloane avenue
588,-74.1039600687,40.5932115208,2 romer road
589,-74.1139716473,40.5958195921,18 cliffwood avenue
590,-74.1518942557,40.6152209357,460-02 caswell avenue
591,-74.1518116841,40.6152082392,458-02 caswell avenue
592,-74.1520207684,40.6149664262,452-01 caswell avenue
593,-74.1519246652,40.6149421766,450-01 caswell avenue
594,-74.152290922,40.6146788821,403-02 willow road east
595,-74.1516315086,40.6148187015,446-01 caswell avenue
596,-74.1514333321,40.6149379501,440-01 caswell avenue
597,-74.1513288035,40.6150528121,436-01 caswell avenue
598,-74.1512821584,40.61511096,434-01 caswell avenue
599,-74.151331395,40.6146287688,430-02 caswell avenue
600,-74.1511997775,40.6146063671,428-01 caswell avenue
601,-74.1515510604,40.6139978721,423-01 willow road east
602,-74.151555059,40.6139812909,423-02 willow road east
603,-74.1514286036,40.6142962063,413-02 willow road east
604,-74.1517918493,40.6135555387,459-02 willow road east
605,-74.1516951072,40.6137709288,453-02 willow road east
606,-74.1516773761,40.6132722181,477-02 willow road east
607,-74.1518274644,40.6129540323,479-01 willow road east
608,-74.1515493119,40.6129064857,485-02 willow road east
609,-74.1513703346,40.6128567015,489-02 willow road east
610,-74.151191637,40.6128423151,491-01 willow road east
611,-74.151098251,40.6128337984,493-01 willow road east
612,-74.1508239591,40.6128148906,499-01 willow road east
613,-74.1510284434,40.6123029396,513-02 willow road east
614,-74.1509828783,40.6124830588,509-01 willow road east
615,-74.1509644635,40.6125515433,507-01 willow road east
616,-74.1511729707,40.6118183158,541-02 willow road east
617,-74.151090421,40.6120588006,535-01 willow road east
618,-74.1510713334,40.6121256709,533-01 willow road east
619,-74.151099928,40.61208841,533-02 willow road east
620,-74.1514432502,40.6122069968,527-01 willow road east
621,-74.1514935058,40.6122968633,523-01 willow road east
622,-74.1516637912,40.6126276987,519-01 willow road east
623,-74.1483233,40.5908820062,25 gina court
624,-74.1482446408,40.5908473904,27 gina court
625,-74.1484138613,40.5905634981,55 gina court
626,-74.1479938421,40.5903826523,52 gina court
627,-74.1479206236,40.5903504348,54 gina court
628,-74.1477710665,40.5902846196,58 gina court
629,-74.1476615515,40.5905606038,28 gina court
630,-74.1478101369,40.59062599,32 gina court
631,-74.1370000282,40.5779986505,281 london road
632,-74.1625174384,40.5941531296,2187 draper place
633,-74.1421380341,40.5634156189,258 corona avenue
634,-74.142575898,40.5636146645,274 corona avenue
635,-74.1424942271,40.5636810278,278 corona avenue
636,-74.1307598099,40.5559151975,175 thollen street
637,-74.1650803068,40.6004528699,50 amsterdam place
638,-74.1654034291,40.6004828402,55 amsterdam place
639,-74.0743515429,40.6018459245,40 vista place
640,-74.1466202576,40.5370078439,43 highland lane
641,-74.1968057537,40.5369144388,280 ellsworth avenue
642,-74.1640111257,40.5423041062,31 lyndale lane
643,-74.1729305522,40.5613525047,34 challenger drive
644,-74.1731467197,40.5613236737,28 challenger drive
645,-74.1795872329,40.5502130944,151 grantwood avenue
646,-74.2222013094,40.5355351193,98 robin court
647,-74.2223714037,40.536612316,48 robin court
648,-74.2222912663,40.5366376944,50 robin court
649,-74.154725519,40.5799556116,572 forest hill road
650,-74.0653314343,40.593272691,57 alex circle
651,-74.1653556214,40.5382903409,31 woods of arden road
652,-74.2023120214,40.5552134153,210 cody place
653,-74.2024640303,40.5551744692,204 cody place
654,-74.2025125471,40.5551620407,202 cody place
655,-74.2018652721,40.554025067,70 cody place
656,-74.2021826203,40.5539372933,52 cody place
657,-74.1385286161,40.5462174789,26 yacht club cove
658,-74.1388883714,40.546538181,34 yacht club cove
659,-74.1507711336,40.5491212365,26 nelson avenue
660,-74.1435269125,40.5550352766,268 timber ridge drive
661,-74.1434848178,40.5549859561,272 timber ridge drive
662,-74.1433812982,40.5549329722,278 timber ridge drive
663,-74.1026201204,40.5615825351,129 cedar grove court
664,-74.1019898043,40.5612786456,159 cedar grove court
665,-74.101622237,40.5611120793,177 cedar grove court
666,-74.1015613294,40.5610825272,179 cedar grove court
667,-74.1013786741,40.5609959893,189 cedar grove court
668,-74.1013186779,40.5609668891,191 cedar grove court
669,-74.1185040271,40.5542713731,527 merkel place
670,-74.1187400133,40.5541070095,521 merkel place
671,-74.1189596978,40.5543760777,519 merkel place
672,-74.183404539,40.5627414935,151 aspen knolls way
673,-74.1855938671,40.5640603282,34 amanda court
674,-74.1178987091,40.5544264,546 merkel place
675,-74.1957322061,40.6012418297,364 meredith avenue
676,-74.0683700012,40.6074895836,3 wadsworth terrace
677,-74.0871817924,40.5768932055,43 baden place
678,-73.8314727691,40.7121805115,120 81st avenue
679,-73.8420844055,40.7113360226,75-028 juno street
680,-73.8437864173,40.714023313,110 greenway south
681,-73.7535623911,40.774725078,102 shore road
682,-73.8438361417,40.7188021669,45 burns street
683,-73.7402370535,40.7534940707,63-067 douglaston parkway
684,-73.9175604673,40.7107813981,709 starr street
685,-73.7502641645,40.7794495455,331 richmond road
686,-73.7410604596,40.7542685345,62-073 douglaston parkway
687,-73.8355019527,40.7131886772,398 burns street
688,-73.8638080006,40.680657401,97-14 drew street
689,-73.8570685763,40.8066687104,710 bronx river avenue
690,-73.8024817626,40.7714826867,161-025 bayside lane
691,-73.9628719324,40.5799143347,14 brighton 5th place
692,-73.9589927832,40.5795007423,141 brighton 10th street
693,-73.7504028205,40.7763182009,216 manor road
694,-73.7484821867,40.7752176859,260 arleigh road
695,-73.8412481075,40.7156306265,53 greenway north
696,-73.840037039,40.7151460576,92 greenway north
697,-73.7500695469,40.7756829038,218 hollywood avenue
698,-73.9129764112,40.5634008878,779 liberty lane
699,-73.7514967533,40.7761325001,134 manor road
700,-73.8319057212,40.6564230102,100-008 church street
701,-73.8403317712,40.7159325083,20 beechknoll road
702,-73.802001028,40.7713719642,162-008 bayside lane
703,-73.8392433192,40.7112674016,78 rockrose place
704,-73.9590776997,40.576252373,150 oceana drive west
705,-73.917500264,40.7108359604,711 starr street
706,-73.7510520555,40.774075841,130 park lane
707,-73.8374708044,40.7123216556,19 markwood place
708,-73.9072726227,40.6591141301,214 thatford avenue
709,-73.7494606623,40.7753692241,237 arleigh road
710,-73.8632742742,40.6796477488,473 drew street
711,-73.8481461283,40.8140092065,319 howe avenue
712,-73.8425009462,40.6944824489,137 88th avenue
713,-73.8633968811,40.680169975,449 drew street
714,-73.7518325829,40.7796811486,104 knollwood avenue
715,-73.8461150248,40.7176985252,54 71st avenue
716,-73.8395133599,40.7165583625,194 burns street
717,-73.8279038168,40.790417582,29 9th avenue
718,-73.8687795021,40.8213989203,34 clason point lane
719,-73.9166070867,40.7767643686,164 23rd avenue
720,-73.9201476913,40.7265646767,56-007 48th street
721,-73.7298302842,40.6638055337,249-014 hook creek boulevard
722,-73.8977000686,40.7297616832,534-053 67th street
723,-73.8410649912,40.7170173141,24 ascan avenue
724,-73.8353260883,40.7130256127,404 burns street
725,-73.8265775607,40.7937747658,9 summit place
726,-73.8296431279,40.7905525107,35 141st street
727,-73.7475639844,40.7460329026,68-013 cloverdale lane
728,-73.7495999479,40.7802795812,355 knollwood avenue
729,-73.8405735986,40.7155971828,68 greenway north
730,-73.8479691794,40.7166605895,39 fleet street
731,-73.7399738201,40.5985736508,549 jarvis avenue
732,-73.9637507343,40.5801626067,27 brighton 4th walk
733,-73.8672026969,40.6616720929,182 old mill road
734,-73.7465404799,40.775203599,345 park lane
735,-73.7473005918,40.6021276507,3 hurley court
736,-73.8437892474,40.7186497913,51 burns street
737,-73.8999494432,40.7203059165,65 59th avenue
738,-73.9725199764,40.5939249422,98 village road south
739,-73.752520889,40.7794505073,27 richmond road
740,-73.9050439985,40.7020776128,5721 putnam avenue
741,-73.9121977508,40.7229980267,373 58th street
742,-73.9628805222,40.6346645293,31 newkirk plaza
743,-73.9628886226,40.6347053293,33 newkirk plaza
744,-73.7508606909,40.7744562239,141 park lane
745,-73.8020669718,40.7713409158,162-006 bayside lane
746,-73.8408653724,40.7120042218,215 greenway south
747,-73.8843870955,40.7039931761,2779 central avenue
748,-73.9875303224,40.5834837243,159 bay 52nd street
749,-73.7413017271,40.7534012773,63-083 douglaston parkway
750,-73.7407587494,40.7540453646,62-059 douglaston parkway
751,-73.8302949022,40.7106776354,115 82nd road
752,-73.879656776,40.7050808762,2917 central avenue
753,-73.7796884291,40.7360536757,192-045 71st crescent
754,-73.7474867164,40.6022621246,1 hurley court
755,-73.8377963516,40.7117299587,36 rockrose place
756,-74.1478477829,40.5903183808,56 gina court
757,-74.1424540077,40.5637137024,280 corona avenue
758,-74.1519759731,40.6149614909,452-02 caswell avenue
759,-74.1513034338,40.6150946911,434-02 caswell avenue
760,-74.1521024934,40.6135175788,467-02 willow road east
761,-74.1511844118,40.6117416753,543-02 willow road east
762,-74.1515123707,40.6123332197,523-02 willow road east
763,-74.1432725211,40.5548396674,288 timber ridge drive
764,-74.1821372211,40.5207904345,95 swaim avenue
765,-74.1845058353,40.5935126047,65 simmons loop
766,-74.1641988282,40.535222902,77 koch boulevard
767,-74.1385777949,40.5462611659,27 yacht club cove
768,-74.2017610477,40.5540538928,74 cody place
769,-74.1995685801,40.5536067976,99 lombard court
770,-73.7392153028,40.6564692362,258-048 147th road
771,-74.1824124432,40.5975884688,1 baron boulevard
772,-74.2383548325,40.5002885818,353 billop avenue
773,-74.2388520808,40.5002023467,367 billop avenue
774,-73.7476060586,40.7712813615,100 prospect avenue
775,-73.7478956332,40.7781533901,354 grosvenor street
776,-73.8127413243,40.7585443794,236 cherry avenue
777,-73.7498117044,40.778118621,315 grosvenor street
778,-73.9734309845,40.79389879,16 pomander walk
779,-73.8407183563,40.7139803792,85 75th road
780,-73.906124947,40.7006741992,5612 putnam avenue
781,-73.7483422598,40.7459401381,68-035 cloverdale lane
782,-73.8124097186,40.7583631539,241 cherry avenue
783,-73.8439970229,40.7133450206,191 ascan avenue
784,-73.8869918169,40.7031004433,2702 central avenue
785,-73.8381050265,40.7150961282,277 burns street
786,-73.8300198588,40.5808967066,7 curtis court
787,-73.7459126066,40.7746052805,344 ridge road
788,-73.8388426853,40.7114144478,62 rockrose place
789,-73.8402511765,40.7158726291,24 beechknoll road
790,-73.947361823,40.7655048163,20 river road
791,-73.9660389554,40.5795686322,33 brighton 2nd place
792,-73.9636161331,40.5802799858,35 brighton 4th walk
793,-73.9071244044,40.6440496684,9 rose street
794,-73.8257065389,40.7937171081,2 summit place
795,-73.9578407427,40.5817129406,59 ide court
796,-73.9156422761,40.7765070437,183 23rd avenue
797,-73.9215822913,40.5597780895,479 hillcrest walk
798,-73.7783779203,40.7406463109,196-005 65th crescent
799,-73.7539570724,40.7772765064,8 beverly road
800,-73.9084080292,40.7122433599,61-027 tonsor street
801,-73.8432615958,40.7185754345,71 burns street
802,-73.8574973101,40.8096822421,1512 underhill avenue
803,-73.7457161965,40.7743492188,21 oak lane
804,-73.8352419382,40.7129499839,408 burns street
805,-73.7529057034,40.7744447156,6 arleigh road
806,-73.8272514099,40.7936310209,93 malba drive
807,-73.8159379137,40.6071447234,801 west 8th road
808,-73.9091177044,40.7209607782,23-040 58th avenue
809,-73.8478859013,40.7181486567,95 tennis place
810,-73.8414352545,40.7135650119,42 summer street
811,-73.8252724274,40.7937369166,92 parsons boulevard
812,-73.8640777972,40.6817638764,95-18 drew street
813,-73.9315292908,40.6946462611,1068 malcolm x boulevard
814,-73.7478652142,40.7742497155,267 ridge road
815,-73.7519594106,40.781808326,1108 shore road
816,-73.7508042967,40.7797702116,320 knollwood avenue
817,-73.8291688911,40.7104201713,111 82nd drive
818,-73.8413511963,40.7157451706,47 greenway north
819,-73.7486822377,40.7773094681,314 beverly road
820,-73.9089169328,40.7218498273,23-045 57th drive
821,-73.7496386052,40.7757281832,234 hollywood avenue
822,-73.7397628464,40.7535441451,63-059 douglaston parkway
823,-73.8556133818,40.8591857627,2233 esplanade
824,-73.8416257217,40.7138418905,37 summer street
825,-73.8651506245,40.6822070563,50 forbell street
826,-73.8407980441,40.7147309318,62 seasongood road
827,-73.8877789605,40.7028974848,2678 central avenue
828,-73.8637736593,40.6805248601,97-18 drew street
829,-73.9731235454,40.5939766861,110 village road south
830,-73.8002419154,40.7825530116,163-051 willets point boulevard
831,-73.8640909123,40.6818177921,95-16 drew street
832,-73.8018931932,40.7716848354,162-023 bayside lane
833,-73.8394242373,40.7155953245,56 beechknoll road
834,-73.7496646569,40.7739429398,217 ridge road
835,-73.839476432,40.7111996133,86 rockrose place
836,-73.8379662205,40.7149718915,281 burns street
837,-73.8623089179,40.6782458121,105-28 ruby street
838,-73.8377920851,40.715264655,280 burns street
839,-73.9102639824,40.6241791,10 royce place
840,-73.8391317039,40.7133836111,167 greenway north
841,-73.8692070318,40.8214599536,48 clason point lane
842,-73.8461792051,40.7184196149,55 71st avenue
843,-73.8476297906,40.8134501516,310 howe avenue
844,-73.863535884,40.6806733677,427 drew street
845,-73.84088499,40.7165241572,23 borage place
846,-73.7460373222,40.7737189695,335 forest road
847,-73.7533508358,40.7785839196,10 warwick avenue
848,-73.8640512612,40.6816548225,95-22 drew street
849,-73.7486773908,40.7715997086,14 hillcrest avenue
850,-73.9062819513,40.7086698175,578 grandview avenue
851,-74.1523750167,40.6147029304,401-02 willow road east
852,-74.1520938251,40.6141590411,435-02 willow road east
853,-74.1522752854,40.6143017176,437-02 willow road east
854,-74.1511250594,40.6119955577,537-01 willow road east
855,-74.1123867874,40.6400419533,135 bement court
856,-73.8428956056,40.837092138,2498 rowe street
857,-74.1649064295,40.6001571969,52 amsterdam place
858,-74.1386453132,40.5463546062,29 yacht club cove
859,-74.1699888523,40.6084782047,501 graham avenue
860,-73.8674439541,40.7045054269,47-025 81st street
861,-73.7404802337,40.5995477083,550 meehan avenue
862,-74.2027345365,40.5551428119,192 cody place
863,-74.2021271982,40.5539526202,60 cody place
864,-74.1999022492,40.5539902302,115 lombard court
865,-74.1432683534,40.5546897169,302 timber ridge drive
866,-73.8354324429,40.7106735402,80-030 park lane south
867,-73.8517397129,40.7081859357,104 walnut street
868,-73.8474583017,40.7155171904,140 71st avenue
869,-73.8401692573,40.7158117667,26 beechknoll road
870,-73.7536548523,40.7757238612,10 manor road
871,-73.9082834127,40.712170048,61-031 tonsor street
872,-73.8917363251,40.5674675507,240 roxbury avenue
873,-73.7431146315,40.7618009122,1 carolina road
874,-73.7461884892,40.6023909283,9-001 garden court
875,-73.7537472957,40.7776170416,7 beverly road
876,-73.8404415176,40.7150376666,93 greenway north
877,-73.9733604808,40.7939962335,18 pomander walk
878,-73.8366079818,40.7136986335,718 burns street
879,-74.0053054604,40.6556268935,138 35th street
880,-73.863640499,40.6799256412,97-40 drew street
881,-73.9590386964,40.5794382652,143 brighton 10th street
882,-73.8562641702,40.8062432123,618 bronx river avenue
883,-73.965554478,40.5797358216,55 brighton 2nd path
884,-73.8274470093,40.7926973025,79 malba drive
885,-73.9152178968,40.7762085636,199 23rd avenue
886,-73.8422716662,40.7117654653,205 75th road
887,-73.7531256985,40.7764355249,44 westmoreland place
888,-73.912990453,40.5633159712,778 liberty lane
889,-73.8004769004,40.782547433,163-043 willets point boulevard
890,-73.8953049577,40.8695697488,10 parkview terrace
891,-73.7439378034,40.6582165007,240-028 146th avenue
892,-73.7413821108,40.5981263117,631 jarvis avenue
893,-73.7485328158,40.7762552603,303 hollywood avenue
894,-73.7405243683,40.5984544618,605 jarvis avenue
895,-73.8477234645,40.7176813858,70 exeter street
896,-73.7463839162,40.7765858064,361 hollywood avenue
897,-73.8390867101,40.71626374,210 burns street
898,-73.7411683149,40.7534128488,63-081 douglaston parkway
899,-73.9657169961,40.5792938762,60 brighton 2nd lane
900,-73.8799788161,40.7050117062,2909 central avenue
901,-73.8468035407,40.7174409037,75 71st avenue
902,-73.8409276961,40.7126940622,134 75th road
903,-73.8335857643,40.7089841235,116 audley street
904,-73.8447651548,40.718241334,15 greenway terrace
905,-73.7459631604,40.7751799279,350 park lane
906,-73.9450198974,40.8049020433,18 mt morris park west
907,-73.9064485315,40.7088566107,568 grandview avenue
908,-73.837656242,40.7151553294,286 burns street
909,-73.7319300407,40.7465711612,241-037 oak park drive
910,-73.9733264629,40.7940432846,19 pomander walk
911,-73.847619769,40.8134082852,308 howe avenue
912,-73.7785739402,40.7171636573,185-044 chelsea street
913,-73.7399443015,40.5998807278,530 meehan avenue
914,-73.9069649213,40.6438317934,17 rose street
915,-73.9062354409,40.7086429615,578 grandview avenue
916,-73.738642822,40.6003531291,335 meehan avenue
917,-73.7481152473,40.7715717675,115 prospect avenue
918,-73.8312065158,40.6906053904,1022 114th street
919,-73.8355980662,40.7085056404,132 audley street
920,-73.8644610734,40.6821532807,7414 95th avenue
921,-73.8382403007,40.7152082209,271 burns street
922,-73.753566259,40.7796340441,1 richmond road
923,-73.8326345762,40.656594696,22 bayview avenue
924,-73.7508416125,40.7726780628,29 cedar lane
925,-73.7492480481,40.7731948825,217 forest road
926,-73.9236735163,40.5872112607,1538 seba avenue
927,-73.8383273254,40.7152803351,267 burns street
928,-73.8383125399,40.7121756967,216 greenway north
929,-73.7471363042,40.6020160451,5 hurley court
930,-73.8372190134,40.7142536301,307 burns street
931,-73.8508967857,40.8366650673,1501 glebe avenue
932,-73.8296920606,40.7906681978,33 141st street
933,-74.003240152,40.5759167827,34 west 37th street
934,-73.90636087,40.7085948469,578 grandview avenue
935,-73.7468035624,40.7754805517,334 arleigh road
936,-73.7487593131,40.7751849161,250 arleigh road
937,-73.7543380357,40.777322517,412 shore road
938,-73.8408282976,40.7113393941,103-035 norden road
939,-73.9874042127,40.583465687,157 bay 52nd street
940,-73.7510646936,40.7779639201,211 grosvenor street
941,-73.8471829185,40.7183674566,65 tennis place
942,-74.0031987048,40.5756987911,26 west 37th street
943,-73.8375232571,40.7145245341,2 76th road
944,-73.8360286586,40.7081752234,138 audley street
945,-73.8640117163,40.6814922917,95-28 drew street
946,-73.746092539,40.7742975867,11 oak lane
947,-73.829717467,40.7100345955,119 82nd drive
948,-73.8123771523,40.759124379,141 beech avenue
949,-73.9660904442,40.5793671586,31 brighton 2nd place
950,-73.9074112584,40.6439950506,8 rose street
951,-73.7592794251,40.5969228166,312 camp road
952,-73.8641039207,40.6818712416,95-14 drew street
953,-73.7512969893,40.7744146515,125 park lane
954,-73.829390969,40.7120988893,22 kew gardens road
955,-73.841662062,40.7130280351,170 greenway south
956,-73.8516673872,40.7082083375,102 walnut street
957,-73.9636603513,40.5797184795,7 brighton 4th place
958,-73.8571619112,40.8070256769,910 cornell avenue
959,-73.7500706709,40.7812764454,338 bayview avenue
960,-74.1147693616,40.5962911838,28 cliffwood avenue
961,-73.9582220086,40.5819193753,51 holt court
962,-73.9637945857,40.5797202012,14 brighton 4th place
963,-73.8400058292,40.7136352924,18 shorthill road
964,-74.2003300345,40.5369063477,853 lamont avenue
965,-74.1503851158,40.5952616249,46 executive way
966,-74.1488367833,40.6252923583,902 morningstar road
967,-74.1523656337,40.6143058315,439-02 willow road east
968,-74.1522682373,40.6139384541,447-02 willow road east
969,-74.1517868,40.6136526652,457-01 willow road east
970,-74.1517799026,40.613221826,475-01 willow road east
971,-74.1509410059,40.6126451063,503-02 willow road east
972,-74.1514220286,40.6121664687,527-02 willow road east
973,-74.2017095798,40.5540681256,78 cody place
974,-74.1848052141,40.56415095,29 amanda court
975,-74.1436325807,40.5550878423,262 timber ridge drive
976,-74.1434304422,40.5549515921,276 timber ridge drive
977,-74.0873090732,40.5768339665,47 baden place
978,-74.1505674749,40.5492755723,27 nelson avenue
979,-74.1655684617,40.5320918082,506 harold avenue
980,-74.0805045663,40.5799881429,127 quincy avenue
981,-73.7536234686,40.6601206181,144-068 227th street
982,-73.8436163043,40.7131335961,190 ascan avenue
983,-73.7521392672,40.7815850112,1102 shore road
984,-73.8378034509,40.7124756675,11 markwood place
985,-73.8130635719,40.5899497957,345 dormans court
986,-73.8298329002,40.7104127844,116 82nd drive
987,-73.836482498,40.7141338894,346 burns street
988,-73.7533287822,40.7754582778,7 hollywood avenue
989,-73.837323157,40.7148844514,300 burns street
990,-73.8372697155,40.7142995746,305 burns street
991,-73.7338167447,40.7458720562,239-060 oak park drive
992,-73.7407682417,40.7534498349,63-075 douglaston parkway
485,-73.8435599947,40.7140499514,155 ascan avenue
993,-73.7492512931,40.7751112838,236 arleigh road
994,-73.8388830017,40.7130260143,191 greenway north
995,-73.7486358115,40.7707176867,22 cherry street
996,-73.8689097646,40.821728935,40 clason point lane
997,-73.9655234738,40.5796115825,54 brighton 2nd path
998,-73.7448140406,40.7704814644,3 stuart lane
999,-73.8400124848,40.7156458919,32 beechknoll road
1000,-73.7821770976,40.7350237729,188-045 71st crescent
1001,-73.8835136701,40.7041707702,2801 central avenue
1002,-73.7509243764,40.77975898,316 knollwood avenue
1003,-73.8373701995,40.7143675374,301 burns street
1004,-73.8476303536,40.7173143452,35 exeter street
1005,-73.7388567755,40.6002218234,341 meehan avenue
1006,-73.8479766978,40.813296923,301 howe avenue
1007,-73.748367365,40.776261441,309 hollywood avenue
1008,-73.7584149064,40.5962490338,289 watjean court
1009,-73.8437171008,40.718602169,55 burns street
1010,-73.8427895815,40.7152699014,101 ascan avenue
1011,-73.7825946914,40.7480231652,196-003 weeks lane
1012,-73.8365279435,40.7141749675,342 burns street
2952,-73.800526133,40.7822534866,163-031 willets point boulevard
2953,-73.8355071221,40.7127751938,2 upshaw road
2954,-73.8642717848,40.6822066648,7418 95th avenue
2955,-73.7536531586,40.7750155363,108 shore road
2956,-73.9119542498,40.6238145139,7149 peri lane
2957,-73.7497994833,40.7778444568,302 grosvenor street
2958,-73.7509982891,40.7793281717,309 richmond road
2959,-73.751258592,40.7721485167,12 west drive
2960,-73.8636974879,40.6802155374,97-28 drew street
2961,-73.8991418493,40.7204119875,46 59th avenue
2962,-73.7503157988,40.7777240413,230 grosvenor street
2963,-73.748993818,40.7789705234,351 warwick avenue
2964,-73.857374048,40.8102417647,1604 underhill avenue
2965,-73.7516549993,40.7750277946,121 arleigh road
2966,-73.7465020727,40.7713950765,311 cherry street
2967,-73.8421297247,40.711990952,191 75th road
2968,-73.8288367879,40.7900453069,39 9th avenue
2969,-73.8852907793,40.7037535777,2753 central avenue
2970,-73.7484653511,40.7704101399,18 cherry street
2971,-73.9575227493,40.5819852039,62 brighton 10th street
2972,-73.7488753957,40.7705335017,18 cherry street
2973,-73.8421815974,40.7119085512,197 75th road
2974,-73.8393015634,40.7164121092,202 burns street
2975,-73.8279537057,40.7913532833,25 north drive
2976,-73.8423540479,40.7159602539,75 ascan avenue
2977,-74.1514083707,40.6143712142,411-02 willow road east
2978,-74.1519993131,40.6141193029,433-01 willow road east
2979,-74.1514824099,40.6128918476,487-01 willow road east
2982,-74.2222955276,40.5355297651,96 robin court
2983,-74.1854012135,40.5639566537,44 amanda court
2984,-73.8466637169,40.7193938497,16 tennis place
2985,-73.8839123422,40.7041058596,2791 central avenue
2986,-73.7494260531,40.7774852883,303 beverly road
2980,-74.134569609,40.5717936422,1 ardsley street
2987,-73.8392874468,40.7150263316,30 75th road
2988,-73.7457093989,40.7701505918,109 depew avenue
2981,-74.222153996,40.5355389445,98 robin court
2989,-73.8840681862,40.7040696693,2787 central avenue
2990,-73.8122578443,40.7591369608,145 beech avenue
2991,-73.7473014027,40.7690278653,33 240th street
2992,-73.8381299611,40.7125613851,9 markwood place
2993,-73.7456122663,40.7736872634,345 forest road
2994,-73.8481723479,40.7179529467,99 tennis place
2995,-73.7502880019,40.7721719056,2 cedar lane
2996,-73.8616325905,40.6757150816,107-26 ruby street
2997,-73.7529118506,40.779531898,7 richmond road
2998,-73.8370776188,40.7146600402,314 burns street
2999,-73.8573942123,40.8094987812,1515 underhill avenue
3000,-73.8660992918,40.6829340683,321 eldert lane
3001,-73.8652050392,40.6824261702,40 forbell street
3002,-73.7482187056,40.7459739746,68-033 cloverdale lane
3003,-73.8404623604,40.7171536311,156 burns street
3004,-73.8391900564,40.7159448043,215 burns street
3005,-73.8127869408,40.7592894501,124 beech avenue
3006,-73.961432702,40.5810280463,28 brighton 7th court
3007,-73.9068664983,40.6591768413,224 thatford avenue
3008,-73.856812905,40.8067020074,812 underhill avenue
3009,-73.7463506747,40.7752847081,351 park lane
3010,-73.8416920211,40.7170152927,33 ascan avenue
3011,-73.7407821972,40.7540626874,62-061 douglaston parkway
3012,-73.7463428335,40.7721686469,15 38th drive
3013,-73.8399318371,40.7144935333,115 greenway north
3014,-73.8635675752,40.6796070263,97-54 drew street
3015,-73.7445614816,40.6579990254,240-008 146th avenue
3016,-73.7389729131,40.753604857,63-047 douglaston parkway
3017,-73.84678871,40.7154102796,63 groton street
3018,-73.8275729251,40.7914646913,75 malba drive
3019,-73.7452984344,40.7718125638,42 38th drive
3020,-73.9184118848,40.7780312422,114 23rd avenue
3021,-73.8688380371,40.8213353737,32 clason point lane
3022,-73.8563754693,40.8076536223,1021 g street
3023,-73.8573215292,40.8099741657,1608 underhill avenue
3024,-73.8366483001,40.7123839702,40 markwood place
3025,-73.7514684151,40.7800100994,303 knollwood avenue
3026,-73.750828391,40.7779977554,217 grosvenor street
3027,-73.8849436433,40.7038359612,2763 central avenue
3028,-73.8396554554,40.7121635438,35 wendover road
3029,-73.7482642354,40.7733914165,243 forest road
3030,-73.7412400902,40.6876291345,120-082 121st avenue
3031,-73.9175047263,40.7778830177,129 23rd avenue
3032,-73.8444569658,40.7158311356,14 72nd avenue
3033,-73.8271704862,40.7940214288,99 malba drive
3034,-73.9662771455,40.5772952681,65 brighton 1st place
3035,-73.7404928387,40.7534672925,63-071 douglaston parkway
3036,-73.840890613,40.7154090142,63 greenway north
3037,-73.8389765285,40.7161866243,216 burns street
3038,-73.881837262,40.704306073,2852 central avenue
3039,-73.8130673723,40.5899495747,345 dormans court
3040,-73.739382223,40.7535659009,63-053 douglaston parkway
3041,-73.8390178073,40.7151973122,66 beechknoll road
3042,-73.8294639103,40.8428505553,2994 merry avenue
3043,-73.8350709251,40.7127962868,416 burns street
3044,-73.826163049,40.7918592158,13 north drive
3045,-73.8349029222,40.7617017918,133-016 king road
3046,-73.7508671784,40.780766231,315 kenmore road
3047,-73.8416848962,40.7119172277,170 75th road
3048,-73.8397764841,40.7109826369,260 greenway south
3049,-73.962892633,40.634725529,34 newkirk plaza
3050,-73.9591617048,40.5796680291,150 brighton 10th street
